Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,2608,2,2,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,2342,5,5,5,0,4.0
Male,Loyal Customer,Business travel,Eco,satisfied,48,874,4,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,297,4,4,5,22,13.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,57,1204,2,2,2,18,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,812,5,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,689,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,201,5,3,5,15,1.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,362,2,5,2,0,3.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,12,1476,2,4,2,19,24.0
Female,Loyal Customer,Business travel,Business,satisfied,39,650,5,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,3616,4,4,2,42,23.0
Male,Loyal Customer,Business travel,Business,satisfied,39,1699,4,4,4,72,62.0
Female,Loyal Customer,Business travel,Business,satisfied,43,151,4,5,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,45,1389,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,2269,4,4,5,9,1.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,71,258,2,2,3,22,13.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,192,2,4,2,4,5.0
Female,Loyal Customer,Business travel,Business,satisfied,46,1502,5,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,26,622,5,4,5,0,3.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,12,1024,1,3,1,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,26,493,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,46,3666,3,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,41,937,5,5,5,77,60.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,72,482,1,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,50,967,3,3,1,1,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,644,5,3,5,8,24.0
Female,Loyal Customer,Business travel,Eco,satisfied,66,129,5,5,4,0,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,2475,2,5,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,43,3337,5,5,4,35,38.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,61,300,4,5,4,53,39.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,47,1706,2,2,3,3,0.0
Female,Loyal Customer,Personal Travel,Business,satisfied,27,759,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,650,2,3,2,0,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,287,5,4,1,127,133.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,46,331,4,2,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,342,4,4,3,1,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,30,458,3,2,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,27,3209,3,4,3,12,1.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,3893,2,2,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,53,438,5,5,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,66,277,3,3,3,10,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,809,3,3,5,184,169.0
Female,Loyal Customer,Business travel,Business,satisfied,45,3363,4,4,5,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,26,295,5,4,5,0,10.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,59,2586,1,3,1,83,116.0
Female,Loyal Customer,Business travel,Business,satisfied,55,408,5,5,5,19,13.0
Female,Loyal Customer,Business travel,Business,satisfied,33,3068,5,5,3,39,25.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,353,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,785,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,35,2672,4,4,4,15,14.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,358,4,4,5,10,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,671,1,4,1,43,36.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,1670,2,1,2,0,4.0
Female,Loyal Customer,Personal Travel,Eco Plus,satisfied,52,190,4,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,43,543,5,5,3,42,49.0
Female,Loyal Customer,Business travel,Business,satisfied,35,3371,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,56,3734,4,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,35,2815,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,49,1065,5,5,4,29,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,1089,2,2,3,0,12.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,15,337,2,4,2,100,99.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,187,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,47,977,5,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,69,677,1,1,1,0,16.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,570,2,5,3,5,9.0
Male,Loyal Customer,Business travel,Business,satisfied,47,3644,2,2,5,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,337,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,54,255,3,3,1,117,121.0
Female,Loyal Customer,Business travel,Business,satisfied,32,562,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,762,5,5,4,73,87.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,867,4,4,4,102,129.0
Female,Loyal Customer,Business travel,Business,satisfied,42,1908,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,38,944,4,4,3,0,8.0
Female,Loyal Customer,Business travel,Business,satisfied,44,1464,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,53,2090,4,4,5,30,19.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,2205,2,1,2,1,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,3246,2,2,3,0,4.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,551,3,4,3,0,5.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,201,3,3,3,0,0.0
Male,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,37,237,2,3,2,5,9.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,50,925,1,3,1,1,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,1721,3,3,3,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,22,628,2,2,2,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,391,4,4,4,0,3.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,460,5,5,3,19,21.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,1407,5,3,5,43,48.0
Male,disloyal Customer,Business travel,Business,satisfied,45,399,2,4,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,1211,1,5,1,6,6.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,1050,4,4,3,8,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,447,2,5,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,655,1,2,1,3,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,363,5,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,30,954,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,417,3,1,3,37,37.0
Male,Loyal Customer,Business travel,Eco,satisfied,68,404,4,2,4,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,52,3201,4,4,5,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,58,528,3,3,3,124,125.0
Female,Loyal Customer,Business travel,Business,satisfied,52,3554,4,4,3,7,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,1235,3,4,3,14,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,691,4,4,3,0,8.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,338,5,4,5,1,3.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,888,2,2,2,0,6.0
Male,Loyal Customer,Business travel,Business,satisfied,53,2235,4,4,5,0,3.0
Male,Loyal Customer,Business travel,Business,satisfied,41,2714,4,4,5,14,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,1723,2,4,2,0,5.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,68,2743,3,3,4,20,22.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,588,1,5,1,0,2.0
Female,Loyal Customer,Business travel,Business,satisfied,42,1876,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,11,2434,2,3,2,7,29.0
Male,disloyal Customer,Business travel,Eco,satisfied,27,950,2,2,2,0,2.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,25,399,2,2,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,50,3766,2,2,1,13,15.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,787,2,1,2,9,11.0
Male,Loyal Customer,Business travel,Eco,satisfied,53,270,5,3,5,0,22.0
Female,Loyal Customer,Business travel,Business,satisfied,41,1192,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,59,2717,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1208,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,200,4,2,4,20,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,26,628,5,5,5,21,23.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,678,4,4,4,0,2.0
Male,disloyal Customer,Business travel,Business,satisfied,37,631,3,5,3,10,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,39,1041,4,2,4,1,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,550,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,416,3,4,3,33,33.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,781,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,1744,4,4,3,42,34.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,35,3936,2,3,1,0,1.0
Female,Loyal Customer,Business travel,Eco,satisfied,41,308,5,4,5,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,35,427,3,4,3,3,1.0
Female,Loyal Customer,Business travel,Business,satisfied,30,1096,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,34,196,5,2,5,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,37,259,2,5,2,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,710,4,3,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,907,4,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,70,395,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,43,627,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,727,1,4,1,0,6.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,42,442,2,4,2,14,6.0
Female,Loyal Customer,Business travel,Business,satisfied,46,1782,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,836,3,3,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,733,4,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,258,5,5,5,39,51.0
Male,Loyal Customer,Business travel,Business,satisfied,50,965,3,3,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,39,86,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,29,1024,5,5,5,1,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,404,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,37,160,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,869,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,2640,4,4,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,48,1363,2,2,3,22,20.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,2942,2,2,2,15,13.0
Male,Loyal Customer,Business travel,Business,satisfied,47,899,5,5,3,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,528,5,4,5,0,70.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,918,2,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,1514,2,2,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,153,2,1,2,33,32.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,74,460,3,3,3,2,2.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,554,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,52,413,5,5,4,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,25,333,2,5,2,0,4.0
Female,Loyal Customer,Business travel,Eco,satisfied,36,721,2,5,2,0,11.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,338,2,5,2,8,1.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,32,547,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,38,3174,5,5,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,606,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,24,460,4,4,3,123,146.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,130,1,5,1,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,41,442,1,4,1,73,59.0
Male,Loyal Customer,Business travel,Business,satisfied,28,3625,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,48,2486,1,3,1,2,0.0
Female,Loyal Customer,Business travel,Business,satisfied,46,3743,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,43,1592,4,4,5,0,1.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,9,602,1,3,1,1,3.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,1041,2,2,4,180,174.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,216,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,3005,5,5,4,0,5.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,599,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,52,853,4,2,4,7,0.0
Female,Loyal Customer,Business travel,Business,satisfied,60,2133,4,4,5,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,59,1969,5,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,669,3,5,3,0,6.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,38,300,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,185,2,3,2,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,937,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,44,292,2,4,2,105,108.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,1337,3,3,3,22,26.0
Female,Loyal Customer,Business travel,Business,satisfied,47,2432,5,5,4,0,1.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,577,4,4,4,34,17.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,1020,2,1,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,3252,3,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,67,3182,4,4,3,27,17.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,62,1995,1,4,1,12,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,50,1005,4,4,4,0,4.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,26,282,5,4,5,6,1.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,1014,3,3,3,0,21.0
Male,Loyal Customer,Business travel,Business,satisfied,48,2516,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,41,187,1,2,3,274,310.0
Female,Loyal Customer,Business travel,Eco,satisfied,25,1053,5,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,304,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,10,594,4,1,4,5,2.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,328,4,4,4,19,17.0
Male,Loyal Customer,Business travel,Business,satisfied,57,2160,3,3,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,34,563,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,46,1185,5,4,5,7,0.0
Male,Loyal Customer,Business travel,Business,satisfied,47,453,5,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,65,337,4,1,4,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,36,231,4,3,4,1,2.0
Male,Loyal Customer,Business travel,Business,satisfied,10,997,4,4,4,2,4.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,22,258,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,51,563,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,411,2,1,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,29,1276,5,4,5,46,28.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,18,368,4,3,4,126,103.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,135,2,2,4,0,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,488,5,5,4,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,18,201,5,4,5,43,47.0
Female,Loyal Customer,Business travel,Business,satisfied,31,3492,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,1034,1,5,1,3,0.0
Female,Loyal Customer,Business travel,Business,satisfied,46,2366,3,3,5,42,35.0
Female,Loyal Customer,Business travel,Business,satisfied,44,2145,4,4,3,25,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,55,451,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,17,783,5,4,5,11,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,3337,4,4,5,0,10.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,1069,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,920,3,3,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1865,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,70,650,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,59,2160,4,4,5,0,9.0
Male,disloyal Customer,Business travel,Eco,satisfied,18,1416,2,2,2,0,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,14,631,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,56,444,5,5,5,1,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,40,867,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,8,429,5,2,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,satisfied,43,143,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,237,4,4,3,3,1.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,24,3445,2,3,2,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,31,1990,5,4,5,5,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,48,954,4,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,842,4,3,4,0,0.0
